Sim	T1	W	k	Antigen_2016	MF_2016
46	0.003347972643096	0.5067606987431645	0.09172921101562678	6.001950920949448	1.4612780444886482
46	0.003347972643096	0.5067606987431645	0.09172921101562678	6.128266942180384	1.5229786094210385
46	0.003347972643096	0.5067606987431645	0.09172921101562678	5.412569145666871	1.1735556238475724
46	0.003347972643096	0.5067606987431645	0.09172921101562678	5.589477726574501	1.107910906298003
46	0.003347972643096	0.5067606987431645	0.09172921101562678	5.955848535949716	1.3931473248505288
47	0.00854412154527381	0.7142717268317939	0.14891756528522818	11.917009274309208	4.122765082703891
47	0.00854412154527381	0.7142717268317939	0.14891756528522818	12.007127256006438	4.033030616545963
47	0.00854412154527381	0.7142717268317939	0.14891756528522818	12.153130206637686	4.284045425819177
47	0.00854412154527381	0.7142717268317939	0.14891756528522818	12.12062930338116	4.198561372466054
47	0.00854412154527381	0.7142717268317939	0.14891756528522818	12.577859299170774	4.4193511406626165
48	0.00925801184028387	0.6975819308310748	0.21616851354483516	11.002145265093473	3.032102359791603
48	0.00925801184028387	0.6975819308310748	0.21616851354483516	11.27864204153575	3.0098091807801364
48	0.00925801184028387	0.6975819308310748	0.21616851354483516	11.444370292687578	2.9611974449423206
48	0.00925801184028387	0.6975819308310748	0.21616851354483516	10.174613192571767	2.912769904565188
48	0.00925801184028387	0.6975819308310748	0.21616851354483516	11.068050572683843	2.998676208199835
49	6.894195079803467e-4	0.21286417152732612	0.09291987866163254	2.4107467949332158	0.03641032520169404
49	6.894195079803467e-4	0.21286417152732612	0.09291987866163254	2.2871298536697773	0.04032722663901371
49	6.894195079803467e-4	0.21286417152732612	0.09291987866163254	2.4008290632736484	0.024948663327384036
49	6.894195079803467e-4	0.21286417152732612	0.09291987866163254	2.5822135446575554	0.06891007235557597
49	6.894195079803467e-4	0.21286417152732612	0.09291987866163254	2.5316213840804003	0.04967709885742673
50	0.004111609964165837	0.5722450045868754	0.10794106498360634	6.831605071278786	1.610265684218627
50	0.004111609964165837	0.5722450045868754	0.10794106498360634	6.890019898974438	1.676105923771621
